"codmunres","ano","garbage_morbidade_neonatal_i_algumas_doencas_infecciosas_e_parasitarias","garbage_morbidade_neonatal_vi_doencas_do_sistema_nervoso","garbage_morbidade_neonatal_x_doencas_do_aparelho_respiratorio","garbage_morbidade_neonatal_ii_neoplasias_tumores","garbage_morbidade_neonatal_xvii_malformacoes_congenitas_deformidades_e_anomalias_cromossomicas","garbage_morbidade_neonatal_xviii_sintomas_sinais_e_achados_anormais_de_exames_clinicos_e_de_laboratorio_nao_classificados_em_outra_parte","garbage_morbidade_neonatal_ix_doencas_do_aparelho_circulatorio","garbage_morbidade_neonatal_xiv_doencas_do_aparelho_geniturinario","garbage_morbidade_neonatal_xix_lesoes_envenenamento_e_algumas_outras_consequencias_de_causas_externas","garbage_morbidade_neonatal_iv_doencas_endocrinas_nutricionais_e_metabolicas","garbage_morbidade_neonatal_iii_doencas_do_sangue_e_dos_orgaos_hematopoeticos_e_alguns_transtornos_imunitarios","garbage_morbidade_neonatal_xii_doencas_da_pele_e_do_tecido_subcutaneo","garbage_morbidade_neonatal_xi_doencas_do_aparelho_digestivo","garbage_morbidade_neonatal_xvi_algumas_afeccoes_originadas_no_periodo_perinatal","garbage_morbidade_neonatal_xiii_doencas_do_sistema_osteomuscular_e_do_tecido_conjuntivo","garbage_morbidade_neonatal_v_transtornos_mentais_e_comportamentais","garbage_morbidade_neonatal_viii_doencas_do_ouvido_e_da_apofise_mastoide","garbage_morbidade_neonatal_vii_doencas_do_olho_e_anexos","garbage_morbidade_neonatal_na","garbage_morbidade_neonatal_xv_gravidez_parto_e_puerperio","garbage_morbidade_neonatal_xx_causas_externas_de_morbidade_e_de_mortalidade","internacoes_neonatais_totais"
"110026",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110026",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110026",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110026",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110028",2012,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48
"110028",2013,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"110028",2014,2,0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"110028",2015,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48
"110028",2016,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"110028",2017,1,0,2,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
"110028",2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"110028",2019,0,0,3,0,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,89
"110028",2020,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,44
"110028",2021,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,29
"110028",2022,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"110028",2023,0,1,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,72
"110029",2012,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110029",2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"110029",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"110029",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110029",2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110029",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110029",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110029",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110029",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110029",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110029",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110029",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110030",2012,5,0,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,300
"110030",2013,15,0,13,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,332
"110030",2014,4,0,23,0,0,18,1,2,1,3,0,5,0,0,0,0,2,0,0,0,0,439
"110030",2015,8,2,14,0,0,21,0,0,3,7,0,1,3,1,0,0,0,1,0,0,0,430
"110030",2016,5,1,17,0,0,6,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,354
"110030",2017,13,0,23,0,4,14,0,2,1,2,0,5,1,0,0,0,0,1,0,0,0,360
"110030",2018,0,1,13,0,1,9,0,0,0,2,0,0,1,1,0,0,1,2,0,0,0,288
"110030",2019,6,0,16,0,2,19,1,4,2,2,0,3,0,0,0,0,1,3,0,0,0,364
"110030",2020,8,1,4,0,1,18,1,0,3,5,0,1,0,0,0,0,0,1,0,0,0,280
"110030",2021,101,0,11,0,1,15,2,3,1,2,0,8,1,0,0,0,0,1,1,0,0,383
"110030",2022,270,1,6,0,0,1,0,1,0,0,0,3,1,1,0,0,0,3,0,0,0,428
"110030",2023,269,0,7,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,391
"110032",2012,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"110032",2013,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
"110032",2014,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"110032",2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"110032",2016,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"110032",2017,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17
"110032",2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"110032",2020,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
"110032",2023,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"110032",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"110032",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"110032",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"110033",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21
"110033",2013,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
"110033",2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"110033",2015,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"110033",2016,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23
"110033",2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"110033",2018,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
"110033",2019,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32
"110033",2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"110033",2021,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"110033",2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36
"110033",2023,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"110034",2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110034",2016,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"110034",2017,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
"110034",2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110034",2019,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
"110034",2020,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"110034",2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
"110034",2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"110034",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"110034",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110034",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"110034",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110037",2012,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
"110037",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
"110037",2014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"110037",2017,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"110037",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110037",2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"110037",2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"110037",2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
"110037",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"110037",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110037",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110037",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110040",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110040",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
"110040",2015,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"110040",2016,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"110040",2017,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22
"110040",2018,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"110040",2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"110040",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"110040",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110040",2023,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
"110040",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"110040",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110045",2012,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"110045",2013,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,21
"110045",2014,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
"110045",2015,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
"110045",2016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"110045",2017,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"110045",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"110045",2019,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"110045",2020,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
"110045",2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"110045",2022,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"110045",2023,2,0,3,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,34
"110050",2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110050",2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"110050",2018,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110050",2020,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
"110050",2022,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110050",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110050",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110050",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110050",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110050",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110050",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110050",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110060",2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"110060",2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
"110060",2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110060",2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"110060",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110060",2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110060",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110060",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110060",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110060",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110060",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110060",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110070",2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110070",2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"110070",2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"110070",2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
"110070",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"110070",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110070",2022,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"110070",2023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"110070",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"110070",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"110070",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110070",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110080",2013,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,63
"110080",2014,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63
"110080",2015,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"110080",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"110080",2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"110080",2018,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45
"110080",2019,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"110080",2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"110080",2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37
"110080",2022,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"110080",2023,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,67
"110080",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"110090",2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110090",2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"110090",2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"110090",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110090",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110090",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110090",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110090",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110090",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110090",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110092",2012,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29
"110092",2014,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"110092",2015,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"110092",2016,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"110092",2018,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"110092",2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"110092",2020,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19
"110092",2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110092",2022,16,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25
"110092",2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"110092",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"110092",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"110094",2012,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
"110094",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110094",2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"110094",2016,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"110094",2017,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"110094",2018,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
"110094",2019,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24
"110094",2021,5,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29
"110094",2022,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"110094",2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"110094",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"110094",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"110100",2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110100",2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"110100",2014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110100",2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110100",2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110100",2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110100",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110100",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110100",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110100",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110100",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"110100",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110110",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110110",2015,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"110110",2016,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"110110",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"110110",2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"110110",2023,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
"110110",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110110",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"110110",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110110",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"110110",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"110110",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"110120",2014,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"110120",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110120",2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"110120",2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110120",2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"110120",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110120",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"110120",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110120",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110120",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"110120",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110120",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110130",2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"110130",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110130",2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110130",2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
"110130",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"110130",2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"110130",2022,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
"110130",2023,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"110130",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110130",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"110130",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110130",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"110140",2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"110140",2013,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"110140",2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"110140",2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"110140",2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"110140",2017,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110140",2018,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"110140",2019,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"110140",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110140",2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"110140",2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
"110140",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
