"causabas","capitulo_cid10","grupo_cid10","causabas_categoria","causabas_subcategoria"
"X607"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X60 Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","X607 Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - fazenda"
"X608"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X60 Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","X608 Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - outros locais especificados"
"X609"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X60 Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","X609 Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - local não especificado"
"X610"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X610 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - residência"
"X611"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X611 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - habitação coletiva"
"X612"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X612 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - escolas, outras instituições e áreas de administração pública"
"X613"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X613 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - área para a prática de esportes e atletismo"
"X614"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X614 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - rua e estrada"
"X615"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X615 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - áreas de comércio e de serviços"
"X616"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X616 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - áreas industriais e em construção"
"X617"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X617 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - fazenda"
"X618"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X618 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - outros locais especificados"
"X619"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte","X619 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - local não especificado"
"X620"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X620 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - residência"
"X621"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X621 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - habitação coletiva"
"X622"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X622 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - escolas, outras instituições e áreas de administração pública"
"X623"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X623 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - área para a prática de esportes e atletismo"
"X624"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X624 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - rua e estrada"
"X625"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X625 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - áreas de comércio e de serviços"
"X626"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X626 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - áreas industriais e em construção"
"X627"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X627 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - fazenda"
"X628"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X628 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - outros locais especificados"
"X629"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte","X629 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte - local não especificado"
"X630"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X630 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - residência"
"X631"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X631 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - habitação coletiva"
"X632"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X632 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - escolas, outras instituições e áreas de administração pública"
"X633"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X633 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - área para a prática de esportes e atletismo"
"X634"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X634 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - rua e estrada"
"X635"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X635 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas de comércio e de serviços"
"X636"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X636 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas industriais e em construção"
"X637"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X637 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - fazenda"
"X638"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X638 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - outros locais especificados"
"X639"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo","X639 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - local não especificado"
"X640"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X640 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - residência"
"X641"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X641 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - habitação coletiva"
"X642"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X642 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - escolas, outras instituições e áreas de administração pública"
"X643"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X643 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - área para a prática de esportes e atletismo"
"X644"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X644 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - rua e estrada"
"X645"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X645 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - áreas de comércio e de serviços"
"X646"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X646 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - áreas industriais e em construção"
"X647"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X647 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - fazenda"
"X648"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X648 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - outros locais especificados"
"X649"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas","X649 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - local não especificado"
"X650"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X650 Auto-intoxicação voluntária por álcool - residência"
"X651"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X651 Auto-intoxicação voluntária por álcool - habitação coletiva"
"X652"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X652 Auto-intoxicação voluntária por álcool - escolas, outras instituições e áreas de administração pública"
"X653"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X653 Auto-intoxicação voluntária por álcool - área para a prática de esportes e atletismo"
"X654"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X654 Auto-intoxicação voluntária por álcool - rua e estrada"
"X655"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X655 Auto-intoxicação voluntária por álcool - áreas de comércio e de serviços"
"X656"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X656 Auto-intoxicação voluntária por álcool - áreas industriais e em construção"
"X657"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X657 Auto-intoxicação voluntária por álcool - fazenda"
"X658"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X658 Auto-intoxicação voluntária por álcool - outros locais especificados"
"X659"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool","X659 Auto-intoxicação voluntária por álcool - local não especificado"
"X660"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X660 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - residência"
"X661"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X661 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - habitação coletiva"
"X662"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X662 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - escolas, outras instituições e áreas de administração pública"
"X663"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X663 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - área para a prática de esportes e atletismo"
"X664"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X664 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - rua e estrada"
"X665"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X665 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - áreas de comércio e de serviços"
"X666"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X666 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - áreas industriais e em construção"
"X667"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X667 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - fazenda"
"X668"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X668 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - outros locais especificados"
"X669"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores","X669 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - local não especificado"
"X670"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X670 Auto-intoxicação intencional por outros gases e vapores - residência"
"X671"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X671 Auto-intoxicação intencional por outros gases e vapores - habitação coletiva"
"X672"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X672 Auto-intoxicação intencional por outros gases e vapores - escolas, outras instituições e áreas de administração pública"
"X673"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X673 Auto-intoxicação intencional por outros gases e vapores - área para a prática de esportes e atletismo"
"X674"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X674 Auto-intoxicação intencional por outros gases e vapores - rua e estrada"
"X675"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X675 Auto-intoxicação intencional por outros gases e vapores - áreas de comércio e de serviços"
"X676"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X676 Auto-intoxicação intencional por outros gases e vapores - áreas industriais e em construção"
"X677"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X677 Auto-intoxicação intencional por outros gases e vapores - fazenda"
"X678"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X678 Auto-intoxicação intencional por outros gases e vapores - outros locais especificados"
"X679"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores","X679 Auto-intoxicação intencional por outros gases e vapores - local não especificado"
"X680"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X680 Auto-intoxicação por e exposição, intencional, a pesticidas - residência"
"X681"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X681 Auto-intoxicação por e exposição, intencional, a pesticidas - habitação coletiva"
"X682"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X682 Auto-intoxicação por e exposição, intencional, a pesticidas - escolas, outras instituições e áreas de administração pública"
"X683"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X683 Auto-intoxicação por e exposição, intencional, a pesticidas - área para a prática de esportes e atletismo"
"X684"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X684 Auto-intoxicação por e exposição, intencional, a pesticidas - rua e estrada"
"X685"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X685 Auto-intoxicação por e exposição, intencional, a pesticidas - áreas de comércio e de serviços"
"X686"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X686 Auto-intoxicação por e exposição, intencional, a pesticidas - áreas industriais e em construção"
"X687"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X687 Auto-intoxicação por e exposição, intencional, a pesticidas - fazenda"
"X688"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X688 Auto-intoxicação por e exposição, intencional, a pesticidas - outros locais especificados"
"X689"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas","X689 Auto-intoxicação por e exposição, intencional, a pesticidas - local não especificado"
"X690"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X690 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - residência"
"X691"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X691 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - habitação coletiva"
"X692"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X692 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - escolas, outras instituições e áreas de administração pública"
"X693"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X693 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - área para a prática de esportes e atletismo"
"X694"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X694 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - rua e estrada"
"X695"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X695 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - áreas de comércio e de serviços"
"X696"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X696 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - áreas industriais e em construção"
"X697"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X697 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - fazenda"
"X698"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X698 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - outros locais especificados"
"X699"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas","X699 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - local não especificado"
"X700"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X700 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência"
"X701"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X701 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - habitação coletiva"
"X702"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X702 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - escolas, outras instituições e áreas de administração pública"
