"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"X46"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X46 Envenenamento (intoxicação) acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores"
"X47"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X47 Intoxicação acidental por e exposição a outros gases e vapores"
"X48"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X48 Envenenamento (intoxicação) acidental por e exposição a pesticidas"
"X49"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X49 Envenenamento (intoxicação) acidental por e exposição a outras substâncias químicas nocivas e às não especificadas"
"X50"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X50 Excesso de exercícios e movimentos vigorosos ou repetitivos"
"X51"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X51 Viagem e movimento"
"X52"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X52 Estadia prolongada em ambiente agravitacional"
"X53"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X53 Falta de alimento"
"X54"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X54 Falta de água"
"X57"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X57 Privação não especificada"
"X58"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X58 Exposição a outros fatores especificados"
"X59"," XX - Causas externas de morbidade e de mortalidade","Acidentes","X59 Exposição a fatores não especificados"
"X60"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X60 Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
"X61"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X61 Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes (antiepilépticos) sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte"
"X62"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X62 Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos (alucinógenos) não classificados em outra parte"
"X63"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X63 Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo"
"X64"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X64 Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas"
"X65"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X65 Auto-intoxicação voluntária por álcool"
"X66"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X66 Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores"
"X67"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X67 Auto-intoxicação intencional por outros gases e vapores"
"X68"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X68 Auto-intoxicação por e exposição, intencional, a pesticidas"
"X69"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X69 Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas"
"X70"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
"X71"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão"
"X72"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão"
"X73"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X73 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre"
"X74"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X74 Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada"
"X75"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X75 Lesão autoprovocada intencionalmente por dispositivos explosivos"
"X76"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X76 Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas"
"X77"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X77 Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes"
"X78"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X78 Lesão autoprovocada intencionalmente por objeto cortante ou penetrante"
"X79"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X79 Lesão autoprovocada intencionalmente por objeto contundente"
"X80"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X80 Lesão autoprovocada intencionalmente por precipitação de um lugar elevado"
"X81"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X81 Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento"
"X82"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X82 Lesão autoprovocada intencionalmente por impacto de um veículo a motor"
"X83"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X83 Lesão autoprovocada intencionalmente por outros meios especificados"
"X84"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X84 Lesão autoprovocada intencionalmente por meios não especificados"
"X85"," XX - Causas externas de morbidade e de mortalidade","Agressões","X85 Agressão por meio de drogas, medicamentos e substâncias biológicas"
"X86"," XX - Causas externas de morbidade e de mortalidade","Agressões","X86 Agressão por meio de substâncias corrosivas"
"X87"," XX - Causas externas de morbidade e de mortalidade","Agressões","X87 Agressão por pesticidas"
"X88"," XX - Causas externas de morbidade e de mortalidade","Agressões","X88 Agressão por meio de gases e vapores"
"X89"," XX - Causas externas de morbidade e de mortalidade","Agressões","X89 Agressão por meio de outros produtos químicos e substâncias nocivas especificados"
"X90"," XX - Causas externas de morbidade e de mortalidade","Agressões","X90 Agressão por meio de produtos químicos e substâncias nocivas não especificados"
"X91"," XX - Causas externas de morbidade e de mortalidade","Agressões","X91 Agressão por meio de enforcamento, estrangulamento e sufocação"
"X92"," XX - Causas externas de morbidade e de mortalidade","Agressões","X92 Agressão por meio de afogamento e submersão"
"X93"," XX - Causas externas de morbidade e de mortalidade","Agressões","X93 Agressão por meio de disparo de arma de fogo de mão"
"X94"," XX - Causas externas de morbidade e de mortalidade","Agressões","X94 Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre"
"X95"," XX - Causas externas de morbidade e de mortalidade","Agressões","X95 Agressão por meio de disparo de outra arma de fogo ou de arma não especificada"
"X96"," XX - Causas externas de morbidade e de mortalidade","Agressões","X96 Agressão por meio de material explosivo"
"X97"," XX - Causas externas de morbidade e de mortalidade","Agressões","X97 Agressão por meio de fumaça, fogo e chamas"
"X98"," XX - Causas externas de morbidade e de mortalidade","Agressões","X98 Agressão por meio de vapor de água, gases ou objetos quentes"
"X99"," XX - Causas externas de morbidade e de mortalidade","Agressões","X99 Agressão por meio de objeto cortante ou penetrante"
"Y00"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y00 Agressão por meio de um objeto contundente"
"Y01"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y01 Agressão por meio de projeção de um lugar elevado"
"Y02"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y02 Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento"
"Y03"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y03 Agressão por meio de impacto de um veículo a motor"
"Y04"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y04 Agressão por meio de força corporal"
"Y05"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y05 Agressão sexual por meio de força física"
"Y06"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y06 Negligência e abandono"
"Y07"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y07 Outras síndromes de maus tratos"
"Y08"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y08 Agressão por outros meios especificados"
"Y09"," XX - Causas externas de morbidade e de mortalidade","Agressões","Y09 Agressão por meios não especificados"
"Y10"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y10 Envenenamento (intoxicação) por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada"
"Y11"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y11 Envenenamento (intoxicação) por e exposição a anticonvulsivantes (antiepilépticos), sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada"
"Y12"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y12 Envenenamento (intoxicação) por e exposição a narcóticos e a psicodislépticos (alucinógenos) não classificados em outra parte, intenção não determinada"
"Y13"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y13 Envenenamento (intoxicação) por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada"
"Y14"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y14 Envenenamento (intoxicação) por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada"
"Y15"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y15 Envenenamento (intoxicação) por e exposição ao álcool, intenção não determinada"
"Y16"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y16 Envenenamento (intoxicação) por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada"
"Y17"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y17 Envenenamento (intoxicação) por e exposição a outros gases e vapores, intenção não determinada"
"Y18"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y18 Envenenamento (intoxicação) por e exposição a pesticidas, intenção não determinada"
"Y19"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y19 Envenenamento (intoxicação) por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada"
"Y20"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y20 Enforcamento, estrangulamento e sufocação, intenção não determinada"
"Y21"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y21 Afogamento e submersão, intenção não determinada"
"Y22"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y22 Disparo de pistola, intenção não determinada"
"Y23"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y23 Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada"
"Y24"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y24 Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada"
"Y25"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y25 Contato com material explosivo, intenção não determinada"
"Y26"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y26 Exposição a fumaça, fogo e chamas, intenção não determinada"
"Y27"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y27 Exposição a vapor de água, gases ou objetos quentes, intenção não determinada"
"Y28"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y28 Contato com objeto cortante ou penetrante, intenção não determinada"
"Y29"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y29 Contato com objeto contundente, intenção não determinada"
"Y30"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y30 Queda, salto ou empurrado de um lugar elevado, intenção não determinada"
"Y31"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y31 Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada"
"Y32"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y32 Impacto de um veículo a motor, intenção não determinada"
"Y33"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y33 Outros fatos ou eventos especificados, intenção não determinada"
"Y34"," XX - Causas externas de morbidade e de mortalidade","Eventos (fatos) cuja intenção é indeterminada","Y34 Fatos ou eventos não especificados e intenção não determinada"
"Y35"," XX - Causas externas de morbidade e de mortalidade","Intervenções legais e operações de guerra","Y35 Intervenção legal"
"Y36"," XX - Causas externas de morbidade e de mortalidade","Intervenções legais e operações de guerra","Y36 Operações de guerra"
"Y40"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y40 Efeitos adversos de antibióticos sistêmicos"
"Y41"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y41 Efeitos adversos de outros antiinfecciosos e antiparasitários sistêmicos"
"Y42"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y42 Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas, não classificados em outra parte"
"Y43"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y43 Efeitos adversos de substâncias de ação primariamente sistêmica"
"Y44"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y44 Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue"
"Y45"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y45 Efeitos adversos de substâncias analgésicas, antipiréticas e antiinflamatórias"
"Y46"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y46 Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas"
"Y47"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y47 Efeitos adversos de sedativos, hipnóticos e tranquilizantes (ansiolíticos)"
"Y48"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y48 Efeitos adversos de anestésicos e gases terapêuticos"
"Y49"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y49 Efeitos adversos de substâncias psicotrópicas, não classificadas em outra parte"
"Y50"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y50 Efeitos adversos de estimulantes do sistema nervoso central, não classificados em outra parte"
"Y51"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y51 Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo"
"Y52"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y52 Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular"
"Y53"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y53 Efeitos adversos de substâncias que atuam primariamente sobre o aparelho gastrointestinal"
"Y54"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y54 Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água, dos sais minerais e do ácido úrico"
"Y55"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y55 Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório"
"Y56"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y56 Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário"
"Y57"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y57 Efeitos adversos de outras drogas e medicamentos e as não especificadas"
"Y58"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y58 Efeitos adversos de vacinas bacterianas"
"Y59"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y59 Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas"
"Y60"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y60 Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos"
"Y61"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y61 Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos"
"Y62"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y62 Assepsia insuficiente durante a prestação de cuidados cirúrgicos e médicos"
"Y63"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y63 Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos"
"Y64"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y64 Medicamentos ou substâncias biológicas contaminados"
"Y65"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y65 Outros acidentes durante a prestação de cuidados médicos e cirúrgicos"
"Y66"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y66 Não administração de cuidado médico e cirúrgico"
"Y69"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y69 Acidente não especificado durante a prestação de cuidado médico e cirúrgico"
"Y70"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y70 Dispositivos (aparelhos) de anestesiologia, associados a incidentes adversos"
"Y71"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y71 Dispositivos (aparelhos) cardiovasculares, associados a incidentes adversos"
"Y72"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y72 Dispositivos (aparelhos) utilizados em otorrinolaringologia, associados a incidentes adversos"
"Y73"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y73 Dispositivos (aparelhos) usados em gastroenterologia e em urologia, associados a incidentes adversos"
"Y74"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y74 Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal, associados a incidentes adversos"
"Y75"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y75 Dispositivos (aparelhos) utilizados em neurologia, associados a incidentes adversos"
"Y76"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y76 Dispositivos (aparelhos) utilizados em obstetrícia e em ginecologia, associados a incidentes adversos"
"Y77"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y77 Dispositivos (aparelhos) utilizados em oftalmologia, associados a incidentes adversos"
"Y78"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y78 Dispositivos (aparelhos) utilizados em radiologia, associados a incidentes adversos"
"Y79"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y79 Dispositivos (aparelhos) ortopédicos, associado a incidentes adversos"
"Y80"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y80 Dispositivos (aparelhos) utilizados em medicina física (fisiatria), associado a incidentes adversos"
"Y81"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y81 Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica, associados a incidente adversos"
"Y82"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y82 Outros dispositivos (aparelhos) associados a incidentes adversos e os não especificados"
"Y83"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y83 Reação anormal em paciente ou complicação tardia, causadas por intervenção cirúrgica e por outros atos cirúrgicos, sem menção de acidente durante a intervenção"
"Y84"," XX - Causas externas de morbidade e de mortalidade","Complicações de assistência médica e cirúrgica","Y84 Reação anormal em paciente ou complicação tardia, causadas por outros procedimentos médicos, sem menção de acidente durante o procedimento"
"Y85"," XX - Causas externas de morbidade e de mortalidade","Sequelas de causas externas de morbidade e de mortalidade","Y85 Sequelas de acidentes de transporte"
"Y86"," XX - Causas externas de morbidade e de mortalidade","Sequelas de causas externas de morbidade e de mortalidade","Y86 Sequelas de outros acidentes"
"Y87"," XX - Causas externas de morbidade e de mortalidade","Sequelas de causas externas de morbidade e de mortalidade","Y87 Sequelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada"
"Y88"," XX - Causas externas de morbidade e de mortalidade","Sequelas de causas externas de morbidade e de mortalidade","Y88 Sequelas de cuidado médico ou cirúrgico considerados como uma causa externa"
"Y89"," XX - Causas externas de morbidade e de mortalidade","Sequelas de causas externas de morbidade e de mortalidade","Y89 Sequelas de outras causas externas"
"Y90"," XX - Causas externas de morbidade e de mortalidade","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte","Y90 Evidência de alcoolismo determinada por taxas de alcoolemia"
"Y91"," XX - Causas externas de morbidade e de mortalidade","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte","Y91 Evidência de alcoolismo determinada pelo nível da intoxicação"
"Y95"," XX - Causas externas de morbidade e de mortalidade","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte","Y95 Circunstância relativa as condições nosocomiais (hospitalares)"
"Y96"," XX - Causas externas de morbidade e de mortalidade","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte","Y96 Circunstância relativa às condições de trabalho"
"Y97"," XX - Causas externas de morbidade e de mortalidade","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte","Y97 Circunstâncias relativas a condições de poluição ambiental"
"Y98"," XX - Causas externas de morbidade e de mortalidade","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte","Y98 Circunstâncias relativas a condições do modo de vida"
"Z00"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z00 Exame geral e investigação de pessoas sem queixas ou diagnóstico relatado"
"Z01"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z01 Outros exames e investigações especiais de pessoas sem queixa ou diagnóstico relatado"
"Z02"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z02 Exame médico e consulta com finalidades administrativas"
"Z03"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z03 Observação e avaliação médica por doenças e afecções suspeitas"
"Z04"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z04 Exame e observação por outras razões"
"Z08"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z08 Exame de seguimento após tratamento por neoplasia maligna"
"Z09"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z09 Exame de seguimento após tratamento de outras afecções que não neoplasias malignas"
"Z10"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z10 Exame geral de rotina (""check up"") de uma subpopulação definida"
"Z11"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z11 Exame especial de rastreamento (""screening"") de doenças infecciosas e parasitárias"
"Z12"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z12 Exame especial de rastreamento (""screening"") de neoplasias"
"Z13"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para exame e investigação","Z13 Exame especial de rastreamento (""screening"") de outros transtornos e doenças"
"Z20"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z20 Contato com e exposição a doenças transmissíveis"
"Z21"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z21 Estado de infecção assintomática pelo vírus da imunodeficiência humana (HIV)"
"Z22"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z22 Portador de doença infecciosa"
"Z23"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z23 Necessidade de imunização contra uma única doença bacteriana"
"Z24"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z24 Necessidade de imunização contra algumas doenças virais únicas"
"Z25"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z25 Necessidade de imunização contra outras doenças virais únicas"
"Z26"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z26 Necessidade de imunização contra outras doenças infecciosas únicas"
"Z27"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z27 Necessidade de imunização associada contra combinações de doenças infecciosas"
"Z28"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z28 Imunização não realizada"
"Z29"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis","Z29 Necessidade de outras medidas profiláticas"
"Z30"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z30 Anticoncepção"
"Z31"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z31 Medidas de procriação"
"Z32"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z32 Exame ou teste de gravidez"
"Z33"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z33 Gravidez como achado casual"
"Z34"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z34 Supervisão de gravidez normal"
"Z35"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z35 Supervisão de gravidez de alto risco"
"Z36"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z36 Rastreamento (""screening"") pré-natal"
