"causabas","grupo_cid10"
"R941","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
"R942","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
"R943","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
"R944","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
"R945","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
"R946","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
"R947","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
"R948","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
"R960","Causas mal definidas e desconhecidas de mortalidade"
"R961","Causas mal definidas e desconhecidas de mortalidade"
"R98","Causas mal definidas e desconhecidas de mortalidade"
"R99","Causas mal definidas e desconhecidas de mortalidade"
"S000","Traumatismos da cabeça"
"S001","Traumatismos da cabeça"
"S002","Traumatismos da cabeça"
"S003","Traumatismos da cabeça"
"S004","Traumatismos da cabeça"
"S005","Traumatismos da cabeça"
"S007","Traumatismos da cabeça"
"S008","Traumatismos da cabeça"
"S009","Traumatismos da cabeça"
"S010","Traumatismos da cabeça"
"S011","Traumatismos da cabeça"
"S012","Traumatismos da cabeça"
"S013","Traumatismos da cabeça"
"S014","Traumatismos da cabeça"
"S015","Traumatismos da cabeça"
"S017","Traumatismos da cabeça"
"S018","Traumatismos da cabeça"
"S019","Traumatismos da cabeça"
"S020","Traumatismos da cabeça"
"S021","Traumatismos da cabeça"
"S022","Traumatismos da cabeça"
"S023","Traumatismos da cabeça"
"S024","Traumatismos da cabeça"
"S025","Traumatismos da cabeça"
"S026","Traumatismos da cabeça"
"S027","Traumatismos da cabeça"
"S028","Traumatismos da cabeça"
"S029","Traumatismos da cabeça"
"S030","Traumatismos da cabeça"
"S031","Traumatismos da cabeça"
"S032","Traumatismos da cabeça"
"S033","Traumatismos da cabeça"
"S034","Traumatismos da cabeça"
"S035","Traumatismos da cabeça"
"S040","Traumatismos da cabeça"
"S041","Traumatismos da cabeça"
"S042","Traumatismos da cabeça"
"S043","Traumatismos da cabeça"
"S044","Traumatismos da cabeça"
"S045","Traumatismos da cabeça"
"S046","Traumatismos da cabeça"
"S047","Traumatismos da cabeça"
"S048","Traumatismos da cabeça"
"S049","Traumatismos da cabeça"
"S050","Traumatismos da cabeça"
"S051","Traumatismos da cabeça"
"S052","Traumatismos da cabeça"
"S053","Traumatismos da cabeça"
"S054","Traumatismos da cabeça"
"S055","Traumatismos da cabeça"
"S056","Traumatismos da cabeça"
"S057","Traumatismos da cabeça"
"S058","Traumatismos da cabeça"
"S059","Traumatismos da cabeça"
"S060","Traumatismos da cabeça"
"S061","Traumatismos da cabeça"
"S062","Traumatismos da cabeça"
"S063","Traumatismos da cabeça"
"S064","Traumatismos da cabeça"
"S065","Traumatismos da cabeça"
"S066","Traumatismos da cabeça"
"S067","Traumatismos da cabeça"
"S068","Traumatismos da cabeça"
"S069","Traumatismos da cabeça"
"S070","Traumatismos da cabeça"
"S071","Traumatismos da cabeça"
"S078","Traumatismos da cabeça"
"S079","Traumatismos da cabeça"
"S080","Traumatismos da cabeça"
"S081","Traumatismos da cabeça"
"S088","Traumatismos da cabeça"
"S089","Traumatismos da cabeça"
"S090","Traumatismos da cabeça"
"S091","Traumatismos da cabeça"
"S092","Traumatismos da cabeça"
"S097","Traumatismos da cabeça"
"S098","Traumatismos da cabeça"
"S099","Traumatismos da cabeça"
"S100","Traumatismos do pescoço"
"S101","Traumatismos do pescoço"
"S107","Traumatismos do pescoço"
"S108","Traumatismos do pescoço"
"S109","Traumatismos do pescoço"
"S110","Traumatismos do pescoço"
"S111","Traumatismos do pescoço"
"S112","Traumatismos do pescoço"
"S117","Traumatismos do pescoço"
"S118","Traumatismos do pescoço"
"S119","Traumatismos do pescoço"
"S120","Traumatismos do pescoço"
"S121","Traumatismos do pescoço"
"S122","Traumatismos do pescoço"
"S127","Traumatismos do pescoço"
"S128","Traumatismos do pescoço"
"S129","Traumatismos do pescoço"
"S130","Traumatismos do pescoço"
"S131","Traumatismos do pescoço"
"S132","Traumatismos do pescoço"
"S133","Traumatismos do pescoço"
"S134","Traumatismos do pescoço"
"S135","Traumatismos do pescoço"
"S136","Traumatismos do pescoço"
"S140","Traumatismos do pescoço"
"S141","Traumatismos do pescoço"
"S142","Traumatismos do pescoço"
"S143","Traumatismos do pescoço"
"S144","Traumatismos do pescoço"
"S145","Traumatismos do pescoço"
"S146","Traumatismos do pescoço"
"S150","Traumatismos do pescoço"
"S151","Traumatismos do pescoço"
"S152","Traumatismos do pescoço"
"S153","Traumatismos do pescoço"
"S157","Traumatismos do pescoço"
"S158","Traumatismos do pescoço"
"S159","Traumatismos do pescoço"
"S16","Traumatismos do pescoço"
"S170","Traumatismos do pescoço"
"S178","Traumatismos do pescoço"
"S179","Traumatismos do pescoço"
"S18","Traumatismos do pescoço"
"S197","Traumatismos do pescoço"
"S198","Traumatismos do pescoço"
"S199","Traumatismos do pescoço"
"S200","Traumatismos do tórax"
"S201","Traumatismos do tórax"
"S202","Traumatismos do tórax"
"S203","Traumatismos do tórax"
"S204","Traumatismos do tórax"
"S207","Traumatismos do tórax"
"S208","Traumatismos do tórax"
"S210","Traumatismos do tórax"
"S211","Traumatismos do tórax"
"S212","Traumatismos do tórax"
"S217","Traumatismos do tórax"
"S218","Traumatismos do tórax"
"S219","Traumatismos do tórax"
"S220","Traumatismos do tórax"
"S221","Traumatismos do tórax"
"S222","Traumatismos do tórax"
"S223","Traumatismos do tórax"
"S224","Traumatismos do tórax"
"S225","Traumatismos do tórax"
"S228","Traumatismos do tórax"
"S229","Traumatismos do tórax"
"S230","Traumatismos do tórax"
"S231","Traumatismos do tórax"
"S232","Traumatismos do tórax"
"S233","Traumatismos do tórax"
"S234","Traumatismos do tórax"
"S235","Traumatismos do tórax"
"S240","Traumatismos do tórax"
"S241","Traumatismos do tórax"
"S242","Traumatismos do tórax"
"S243","Traumatismos do tórax"
"S244","Traumatismos do tórax"
"S245","Traumatismos do tórax"
"S246","Traumatismos do tórax"
"S250","Traumatismos do tórax"
"S258","Traumatismos do tórax"
"S259","Traumatismos do tórax"
"S260","Traumatismos do tórax"
"S268","Traumatismos do tórax"
"S269","Traumatismos do tórax"
"S270","Traumatismos do tórax"
"S271","Traumatismos do tórax"
"S272","Traumatismos do tórax"
"S273","Traumatismos do tórax"
"S274","Traumatismos do tórax"
"S275","Traumatismos do tórax"
"S276","Traumatismos do tórax"
"S277","Traumatismos do tórax"
"S278","Traumatismos do tórax"
"S279","Traumatismos do tórax"
"S280","Traumatismos do tórax"
"S281","Traumatismos do tórax"
"S290","Traumatismos do tórax"
"S297","Traumatismos do tórax"
"S298","Traumatismos do tórax"
"S299","Traumatismos do tórax"
"S300","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S301","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S302","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S307","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S308","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S309","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S310","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S311","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S312","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S313","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S314","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S315","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S317","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S318","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S320","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S321","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S322","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S323","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S324","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S325","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S327","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S328","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S330","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S331","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S332","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S333","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S334","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S335","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S336","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S337","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S340","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S341","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S342","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S343","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S344","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S345","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S346","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S348","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S350","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S351","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S352","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S353","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S354","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S355","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S357","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S358","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S359","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S360","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S361","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S362","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S363","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S364","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S365","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S366","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S367","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S368","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S369","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S370","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S371","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S372","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S373","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S374","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S375","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S376","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S377","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S378","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S379","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S380","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S381","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S382","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S383","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S390","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S396","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S397","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S398","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S399","Traumatismos do abdome, do dorso, da coluna lombar e da pelve"
"S400","Traumatismos do ombro e do braço"
"S407","Traumatismos do ombro e do braço"
"S408","Traumatismos do ombro e do braço"
"S409","Traumatismos do ombro e do braço"
"S410","Traumatismos do ombro e do braço"
"S411","Traumatismos do ombro e do braço"
"S417","Traumatismos do ombro e do braço"
"S418","Traumatismos do ombro e do braço"
"S420","Traumatismos do ombro e do braço"
"S421","Traumatismos do ombro e do braço"
"S422","Traumatismos do ombro e do braço"
"S423","Traumatismos do ombro e do braço"
"S424","Traumatismos do ombro e do braço"
"S427","Traumatismos do ombro e do braço"
"S428","Traumatismos do ombro e do braço"
"S429","Traumatismos do ombro e do braço"
"S430","Traumatismos do ombro e do braço"
"S431","Traumatismos do ombro e do braço"
"S432","Traumatismos do ombro e do braço"
"S433","Traumatismos do ombro e do braço"
"S434","Traumatismos do ombro e do braço"
"S435","Traumatismos do ombro e do braço"
"S436","Traumatismos do ombro e do braço"
"S437","Traumatismos do ombro e do braço"
"S440","Traumatismos do ombro e do braço"
"S441","Traumatismos do ombro e do braço"
"S442","Traumatismos do ombro e do braço"
"S443","Traumatismos do ombro e do braço"
"S444","Traumatismos do ombro e do braço"
"S445","Traumatismos do ombro e do braço"
"S447","Traumatismos do ombro e do braço"
"S448","Traumatismos do ombro e do braço"
"S449","Traumatismos do ombro e do braço"
"S450","Traumatismos do ombro e do braço"
"S451","Traumatismos do ombro e do braço"
"S452","Traumatismos do ombro e do braço"
"S453","Traumatismos do ombro e do braço"
"S457","Traumatismos do ombro e do braço"
"S458","Traumatismos do ombro e do braço"
"S459","Traumatismos do ombro e do braço"
"S460","Traumatismos do ombro e do braço"
"S461","Traumatismos do ombro e do braço"
"S462","Traumatismos do ombro e do braço"
"S463","Traumatismos do ombro e do braço"
"S467","Traumatismos do ombro e do braço"
"S468","Traumatismos do ombro e do braço"
"S469","Traumatismos do ombro e do braço"
"S47","Traumatismos do ombro e do braço"
"S480","Traumatismos do ombro e do braço"
"S481","Traumatismos do ombro e do braço"
"S489","Traumatismos do ombro e do braço"
"S497","Traumatismos do ombro e do braço"
"S498","Traumatismos do ombro e do braço"
"S499","Traumatismos do ombro e do braço"
"S500","Traumatismos do cotovelo e do antebraço"
"S501","Traumatismos do cotovelo e do antebraço"
"S507","Traumatismos do cotovelo e do antebraço"
"S508","Traumatismos do cotovelo e do antebraço"
"S509","Traumatismos do cotovelo e do antebraço"
"S510","Traumatismos do cotovelo e do antebraço"
"S517","Traumatismos do cotovelo e do antebraço"
"S518","Traumatismos do cotovelo e do antebraço"
"S519","Traumatismos do cotovelo e do antebraço"
"S520","Traumatismos do cotovelo e do antebraço"
"S521","Traumatismos do cotovelo e do antebraço"
"S522","Traumatismos do cotovelo e do antebraço"
"S523","Traumatismos do cotovelo e do antebraço"
"S524","Traumatismos do cotovelo e do antebraço"
"S525","Traumatismos do cotovelo e do antebraço"
"S526","Traumatismos do cotovelo e do antebraço"
"S527","Traumatismos do cotovelo e do antebraço"
"S528","Traumatismos do cotovelo e do antebraço"
"S529","Traumatismos do cotovelo e do antebraço"
"S530","Traumatismos do cotovelo e do antebraço"
"S531","Traumatismos do cotovelo e do antebraço"
"S532","Traumatismos do cotovelo e do antebraço"
"S533","Traumatismos do cotovelo e do antebraço"
"S534","Traumatismos do cotovelo e do antebraço"
"S540","Traumatismos do cotovelo e do antebraço"
"S541","Traumatismos do cotovelo e do antebraço"
"S542","Traumatismos do cotovelo e do antebraço"
"S543","Traumatismos do cotovelo e do antebraço"
"S547","Traumatismos do cotovelo e do antebraço"
"S548","Traumatismos do cotovelo e do antebraço"
"S549","Traumatismos do cotovelo e do antebraço"
"S550","Traumatismos do cotovelo e do antebraço"
"S551","Traumatismos do cotovelo e do antebraço"
"S552","Traumatismos do cotovelo e do antebraço"
"S557","Traumatismos do cotovelo e do antebraço"
"S558","Traumatismos do cotovelo e do antebraço"
"S559","Traumatismos do cotovelo e do antebraço"
"S560","Traumatismos do cotovelo e do antebraço"
"S561","Traumatismos do cotovelo e do antebraço"
"S562","Traumatismos do cotovelo e do antebraço"
"S563","Traumatismos do cotovelo e do antebraço"
"S564","Traumatismos do cotovelo e do antebraço"
"S565","Traumatismos do cotovelo e do antebraço"
"S567","Traumatismos do cotovelo e do antebraço"
"S568","Traumatismos do cotovelo e do antebraço"
"S570","Traumatismos do cotovelo e do antebraço"
"S578","Traumatismos do cotovelo e do antebraço"
"S579","Traumatismos do cotovelo e do antebraço"
"S580","Traumatismos do cotovelo e do antebraço"
"S581","Traumatismos do cotovelo e do antebraço"
"S589","Traumatismos do cotovelo e do antebraço"
"S597","Traumatismos do cotovelo e do antebraço"
"S598","Traumatismos do cotovelo e do antebraço"
"S599","Traumatismos do cotovelo e do antebraço"
"S60","Traumatismos do punho e da mão"
"S61","Traumatismos do punho e da mão"
"S62","Traumatismos do punho e da mão"
"S63","Traumatismos do punho e da mão"
"S64","Traumatismos do punho e da mão"
"S65","Traumatismos do punho e da mão"
"S66","Traumatismos do punho e da mão"
"S67","Traumatismos do punho e da mão"
"S68","Traumatismos do punho e da mão"
"S69","Traumatismos do punho e da mão"
"S70","Traumatismos do quadril e da coxa"
"S71","Traumatismos do quadril e da coxa"
"S72","Traumatismos do quadril e da coxa"
"S73","Traumatismos do quadril e da coxa"
"S74","Traumatismos do quadril e da coxa"
"S75","Traumatismos do quadril e da coxa"
"S76","Traumatismos do quadril e da coxa"
"S77","Traumatismos do quadril e da coxa"
"S78","Traumatismos do quadril e da coxa"
"S79","Traumatismos do quadril e da coxa"
"S80","Traumatismos do joelho e da perna"
"S81","Traumatismos do joelho e da perna"
"S82","Traumatismos do joelho e da perna"
"S83","Traumatismos do joelho e da perna"
"S84","Traumatismos do joelho e da perna"
"S85","Traumatismos do joelho e da perna"
"S86","Traumatismos do joelho e da perna"
"S87","Traumatismos do joelho e da perna"
"S88","Traumatismos do joelho e da perna"
"S89","Traumatismos do joelho e da perna"
"S90","Traumatismos do tornozelo e do pé"
"S91","Traumatismos do tornozelo e do pé"
"S92","Traumatismos do tornozelo e do pé"
"S93","Traumatismos do tornozelo e do pé"
"S94","Traumatismos do tornozelo e do pé"
"S95","Traumatismos do tornozelo e do pé"
"S96","Traumatismos do tornozelo e do pé"
"S97","Traumatismos do tornozelo e do pé"
"S98","Traumatismos do tornozelo e do pé"
"S99","Traumatismos do tornozelo e do pé"
"T150","Efeito da penetração de corpo estranho através de orifício natural"
"T151","Efeito da penetração de corpo estranho através de orifício natural"
"T158","Efeito da penetração de corpo estranho através de orifício natural"
"T159","Efeito da penetração de corpo estranho através de orifício natural"
"T16","Efeito da penetração de corpo estranho através de orifício natural"
"T170","Efeito da penetração de corpo estranho através de orifício natural"
"T171","Efeito da penetração de corpo estranho através de orifício natural"
"T172","Efeito da penetração de corpo estranho através de orifício natural"
"T173","Efeito da penetração de corpo estranho através de orifício natural"
"T174","Efeito da penetração de corpo estranho através de orifício natural"
"T175","Efeito da penetração de corpo estranho através de orifício natural"
"T178","Efeito da penetração de corpo estranho através de orifício natural"
"T179","Efeito da penetração de corpo estranho através de orifício natural"
"T180","Efeito da penetração de corpo estranho através de orifício natural"
"T181","Efeito da penetração de corpo estranho através de orifício natural"
"T182","Efeito da penetração de corpo estranho através de orifício natural"
"T183","Efeito da penetração de corpo estranho através de orifício natural"
"T184","Efeito da penetração de corpo estranho através de orifício natural"
"T185","Efeito da penetração de corpo estranho através de orifício natural"
"T188","Efeito da penetração de corpo estranho através de orifício natural"
"T189","Efeito da penetração de corpo estranho através de orifício natural"
"T190","Efeito da penetração de corpo estranho através de orifício natural"
"T191","Efeito da penetração de corpo estranho através de orifício natural"
"T192","Efeito da penetração de corpo estranho através de orifício natural"
"T193","Efeito da penetração de corpo estranho através de orifício natural"
"T198","Efeito da penetração de corpo estranho através de orifício natural"
"T199","Efeito da penetração de corpo estranho através de orifício natural"
"T20","Queimaduras e corrosões"
"T21","Queimaduras e corrosões"
"T22","Queimaduras e corrosões"
"T23","Queimaduras e corrosões"
"T24","Queimaduras e corrosões"
"T25","Queimaduras e corrosões"
"T26","Queimaduras e corrosões"
"T27","Queimaduras e corrosões"
"T28","Queimaduras e corrosões"
"T29","Queimaduras e corrosões"
"T30","Queimaduras e corrosões"
"T31","Queimaduras e corrosões"
"T32","Queimaduras e corrosões"
"T33","Geladuras (frostbite)"
"T34","Geladuras (frostbite)"
"T35","Geladuras (frostbite)"
"T36","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T37","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T38","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T39","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T40","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T41","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T42","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T43","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T44","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T45","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T46","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T47","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T48","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T49","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T50","Intoxicação por drogas, medicamentos e substâncias biológicas"
"T51","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T52","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T53","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T54","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T55","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T56","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T57","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T58","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T59","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T60","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T61","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T62","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T63","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T64","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T65","Efeitos tóxicos de substâncias de origem predominantemente não-medicinal"
"T66","Outros efeitos de causas externas e os não especificados"
"T67","Outros efeitos de causas externas e os não especificados"
"T68","Outros efeitos de causas externas e os não especificados"
"T69","Outros efeitos de causas externas e os não especificados"
"T70","Outros efeitos de causas externas e os não especificados"
"T71","Outros efeitos de causas externas e os não especificados"
"T73","Outros efeitos de causas externas e os não especificados"
"T74","Outros efeitos de causas externas e os não especificados"
"T75","Outros efeitos de causas externas e os não especificados"
"T78","Outros efeitos de causas externas e os não especificados"
"T80","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T81","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T82","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T83","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T84","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T85","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T86","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T87","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T88","Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte"
"T90","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"T91","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"T92","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"T93","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"T94","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"T95","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"T96","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"T97","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"T98","Sequelas de traumatismos, de intoxicações e de outras consequências das causas externas"
"V870","Acidentes"
"V871","Acidentes"
"V874","Acidentes"
"V875","Acidentes"
"V876","Acidentes"
"V877","Acidentes"
"V878","Acidentes"
"V879","Acidentes"
"V880","Acidentes"
"V881","Acidentes"
"V882","Acidentes"
"V883","Acidentes"
"V884","Acidentes"
"V885","Acidentes"
"V886","Acidentes"
"V887","Acidentes"
"V888","Acidentes"
"V889","Acidentes"
"V890","Acidentes"
"V891","Acidentes"
"V892","Acidentes"
"V893","Acidentes"
"V899","Acidentes"
"V99","Acidentes"
"W760","Acidentes"
"W761","Acidentes"
"W762","Acidentes"
"W763","Acidentes"
"W764","Acidentes"
"W765","Acidentes"
"W766","Acidentes"
"W767","Acidentes"
"W768","Acidentes"
"X400","Acidentes"
"X401","Acidentes"
"X402","Acidentes"
"X403","Acidentes"
"X404","Acidentes"
"X405","Acidentes"
"X406","Acidentes"
"X407","Acidentes"
"X408","Acidentes"
"X409","Acidentes"
"X410","Acidentes"
"X411","Acidentes"
"X412","Acidentes"
"X413","Acidentes"
"X414","Acidentes"
"X415","Acidentes"
"X416","Acidentes"
"X417","Acidentes"
"X418","Acidentes"
"X419","Acidentes"
"X420","Acidentes"
"X421","Acidentes"
"X422","Acidentes"
"X423","Acidentes"
"X424","Acidentes"
"X425","Acidentes"
"X426","Acidentes"
"X427","Acidentes"
"X428","Acidentes"
"X429","Acidentes"
"X430","Acidentes"
"X431","Acidentes"
"X432","Acidentes"
"X433","Acidentes"
"X434","Acidentes"
"X435","Acidentes"
"X436","Acidentes"
"X437","Acidentes"
"X438","Acidentes"
"X439","Acidentes"
"X440","Acidentes"
"X441","Acidentes"
"X442","Acidentes"
"X443","Acidentes"
"X444","Acidentes"
"X445","Acidentes"
"X446","Acidentes"
"X447","Acidentes"
"X448","Acidentes"
"X449","Acidentes"
"X470","Acidentes"
"X479","Acidentes"
"X490","Acidentes"
"X491","Acidentes"
"X492","Acidentes"
"X493","Acidentes"
"X494","Acidentes"
"X495","Acidentes"
"X496","Acidentes"
"X497","Acidentes"
"X498","Acidentes"
"X499","Acidentes"
"X590","Acidentes"
"X599","Acidentes"
"Y090","Agressões"
"Y091","Agressões"
"Y092","Agressões"
"Y093","Agressões"
"Y094","Agressões"
"Y095","Agressões"
"Y096","Agressões"
"Y097","Agressões"
"Y098","Agressões"
"Y099","Agressões"
"Y100","Eventos (fatos) cuja intenção é indeterminada"
"Y101","Eventos (fatos) cuja intenção é indeterminada"
"Y102","Eventos (fatos) cuja intenção é indeterminada"
"Y103","Eventos (fatos) cuja intenção é indeterminada"
"Y104","Eventos (fatos) cuja intenção é indeterminada"
"Y105","Eventos (fatos) cuja intenção é indeterminada"
"Y106","Eventos (fatos) cuja intenção é indeterminada"
"Y107","Eventos (fatos) cuja intenção é indeterminada"
"Y108","Eventos (fatos) cuja intenção é indeterminada"
"Y109","Eventos (fatos) cuja intenção é indeterminada"
"Y110","Eventos (fatos) cuja intenção é indeterminada"
"Y111","Eventos (fatos) cuja intenção é indeterminada"
"Y112","Eventos (fatos) cuja intenção é indeterminada"
"Y113","Eventos (fatos) cuja intenção é indeterminada"
"Y114","Eventos (fatos) cuja intenção é indeterminada"
"Y115","Eventos (fatos) cuja intenção é indeterminada"
"Y116","Eventos (fatos) cuja intenção é indeterminada"
"Y117","Eventos (fatos) cuja intenção é indeterminada"
"Y118","Eventos (fatos) cuja intenção é indeterminada"
"Y119","Eventos (fatos) cuja intenção é indeterminada"
"Y120","Eventos (fatos) cuja intenção é indeterminada"
"Y121","Eventos (fatos) cuja intenção é indeterminada"
"Y122","Eventos (fatos) cuja intenção é indeterminada"
"Y123","Eventos (fatos) cuja intenção é indeterminada"
