"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"V927"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V92.7 Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - esqui aquático"
"V928"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V92.8 Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - outras embarcações sem motor"
"V929"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V92.9 Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - embarcação não especificada"
"V930"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.0 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - navio mercante"
"V931"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.1 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - navio de passageiros"
"V932"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.2 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - barco de pesca"
"V933"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.3 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações a motor"
"V934"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.4 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - barco a vela"
"V935"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.5 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - caiaque ou canoa"
"V936"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.6 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - bote inflável (sem motor)"
"V937"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.7 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - esqui aquático"
"V938"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.8 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações sem motor"
"V939"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V93.9 Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - embarcação não especificada"
"V940"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.0 Outros acidentes de transporte por água e os não especificados - navio mercante"
"V941"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.1 Outros acidentes de transporte por água e os não especificados - navio de passageiros"
"V942"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.2 Outros acidentes de transporte por água e os não especificados - barco de pesca"
"V943"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.3 Outros acidentes de transporte por água e os não especificados - outras embarcações a motor"
"V944"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.4 Outros acidentes de transporte por água e os não especificados - barco a vela"
"V945"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.5 Outros acidentes de transporte por água e os não especificados - caiaque ou canoa"
"V946"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.6 Outros acidentes de transporte por água e os não especificados - bote inflável (sem motor)"
"V947"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.7 Outros acidentes de transporte por água e os não especificados - esqui aquático"
"V948"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.8 Outros acidentes de transporte por água e os não especificados - outras embarcações sem motor"
"V949"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V94.9 Outros acidentes de transporte por água e os não especificados - embarcação não especificada"
"V950"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V95.0 Acidente de helicóptero causando traumatismo a ocupante"
"V951"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V95.1 Acidente de planador motorizado e ultraleve causando traumatismo a ocupante"
"V952"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V95.2 Acidente de outra aeronave de asa fixa de uso particular causando traumatismo a ocupante"
"V953"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V95.3 Acidente de aeronave de asa fixa de uso comercial causando traumatismo a ocupante"
"V954"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V95.4 Acidente de nave espacial causando traumatismo a ocupante"
"V958"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V95.8 Outros acidente de aeronaves causando traumatismo a ocupante"
"V959"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V95.9 Acidente de aeronave não especificada causando traumatismo a ocupante"
"V960"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V96.0 Acidente de balão causando traumatismo a ocupante"
"V961"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V96.1 Acidente de asa delta causando traumatismo a ocupante"
"V962"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V96.2 Acidente de planador (não-motorizado) causando traumatismo a ocupante"
"V968"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V96.8 Outros acidentes de aeronaves não-motorizadas causando traumatismo a ocupante"
"V969"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V96.9 Acidente não especificado de aeronave não-motorizada causando traumatismo a ocupante"
"V970"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V97.0 Ocupante de uma aeronave traumatizado em outros acidentes de transporte aéreo especificados"
"V971"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V97.1 Pessoa traumatizada ao embarcar em ou desembarcar de uma aeronave"
"V972"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V97.2 Paraquedista traumatizado em acidente de transporte aéreo"
"V973"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V97.3 Pessoa em terra traumatizada em acidente de transporte aéreo"
"V978"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V97.8 Outros acidentes de transporte aéreo não classificados em outra parte"
"V98"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V98. Outros acidentes de transporte especificados"
"V99"," XX - Causas externas de morbidade e de mortalidade","Acidentes","V99. Acidente de transporte não especificado"
"W000"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.0 Queda no mesmo nível envolvendo gelo e neve - residência"
"W001"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.1 Queda no mesmo nível envolvendo gelo e neve - habitação coletiva"
"W002"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.2 Queda no mesmo nível envolvendo gelo e neve - escolas, outras instituições e áreas de administração pública"
"W003"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.3 Queda no mesmo nível envolvendo gelo e neve - área para a prática de esportes e atletismo"
"W004"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.4 Queda no mesmo nível envolvendo gelo e neve - rua e estrada"
"W005"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.5 Queda no mesmo nível envolvendo gelo e neve - áreas de comércio e de serviços"
"W006"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.6 Queda no mesmo nível envolvendo gelo e neve - áreas industriais e em construção"
"W007"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.7 Queda no mesmo nível envolvendo gelo e neve - fazenda"
"W008"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.8 Queda no mesmo nível envolvendo gelo e neve - outros locais especificados"
"W009"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W00.9 Queda no mesmo nível envolvendo gelo e neve - local não especificado"
"W010"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.0 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - residência"
"W011"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.1 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - habitação coletiva"
"W012"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.2 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - escolas, outras instituições e áreas de administração pública"
"W013"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.3 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - área para a prática de esportes e atletismo"
"W014"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.4 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - rua e estrada"
"W015"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.5 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - áreas de comércio e de serviços"
"W016"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.6 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - áreas industriais e em construção"
"W017"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.7 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - fazenda"
"W018"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.8 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - outros locais especificados"
"W019"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W01.9 Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - local não especificado"
"W020"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.0 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - residência"
"W021"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.1 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - habitação coletiva"
"W022"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.2 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - escolas, outras instituições e áreas de administração pública"
"W023"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.3 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - área para a prática de esportes e atletismo"
"W024"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.4 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - rua e estrada"
"W025"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.5 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - áreas de comércio e de serviços"
"W026"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.6 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - áreas industriais e em construção"
"W027"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.7 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - fazenda"
"W028"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.8 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - outros locais especificados"
"W029"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W02.9 Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - local não especificado"
"W030"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.0 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - residência"
"W031"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.1 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - habitação coletiva"
"W032"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.2 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - escolas, outras instituições e áreas de administração pública"
"W033"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.3 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - área para a prática de esportes e atletismo"
"W034"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.4 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - rua e estrada"
"W035"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.5 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - áreas de comércio e de serviços"
"W036"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.6 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - áreas industriais e em construção"
"W037"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.7 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - fazenda"
"W038"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.8 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - outros locais especificados"
"W039"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W03.9 Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - local não especificado"
"W040"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.0 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - residência"
"W041"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.1 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - habitação coletiva"
"W042"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.2 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - escolas, outras instituições e áreas de administração pública"
"W043"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.3 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - área para a prática de esportes e atletismo"
"W044"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.4 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - rua e estrada"
"W045"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.5 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - áreas de comércio e de serviços"
"W046"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.6 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - áreas industriais e em construção"
"W047"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.7 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - fazenda"
"W048"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.8 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - outros locais especificados"
"W049"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W04.9 Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - local não especificado"
"W050"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.0 Queda envolvendo uma cadeira de rodas - residência"
"W051"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.1 Queda envolvendo uma cadeira de rodas - habitação coletiva"
"W052"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.2 Queda envolvendo uma cadeira de rodas - escolas, outras instituições e áreas de administração pública"
"W053"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.3 Queda envolvendo uma cadeira de rodas - área para a prática de esportes e atletismo"
"W054"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.4 Queda envolvendo uma cadeira de rodas - rua e estrada"
"W055"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.5 Queda envolvendo uma cadeira de rodas - áreas de comércio e de serviços"
"W056"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.6 Queda envolvendo uma cadeira de rodas - áreas industriais e em construção"
"W057"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.7 Queda envolvendo uma cadeira de rodas - fazenda"
"W058"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.8 Queda envolvendo uma cadeira de rodas - outros locais especificados"
"W059"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W05.9 Queda envolvendo uma cadeira de rodas - local não especificado"
"W060"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.0 Queda de um leito - residência"
"W061"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.1 Queda de um leito - habitação coletiva"
"W062"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.2 Queda de um leito - escolas, outras instituições e áreas de administração pública"
"W063"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.3 Queda de um leito - área para a prática de esportes e atletismo"
"W064"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.4 Queda de um leito - rua e estrada"
"W065"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.5 Queda de um leito - áreas de comércio e de serviços"
"W066"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.6 Queda de um leito - áreas industriais e em construção"
"W067"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.7 Queda de um leito - fazenda"
"W068"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.8 Queda de um leito - outros locais especificados"
"W069"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W06.9 Queda de um leito - local não especificado"
"W070"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.0 Queda de uma cadeira - residência"
"W071"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.1 Queda de uma cadeira - habitação coletiva"
"W072"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.2 Queda de uma cadeira - escolas, outras instituições e áreas de administração pública"
"W073"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.3 Queda de uma cadeira - área para a prática de esportes e atletismo"
"W074"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.4 Queda de uma cadeira - rua e estrada"
"W075"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.5 Queda de uma cadeira - áreas de comércio e de serviços"
"W076"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.6 Queda de uma cadeira - áreas industriais e em construção"
"W077"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.7 Queda de uma cadeira - fazenda"
"W078"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.8 Queda de uma cadeira - outros locais especificados"
"W079"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W07.9 Queda de uma cadeira - local não especificado"
"W080"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.0 Queda de outro tipo de mobília - residência"
"W081"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.1 Queda de outro tipo de mobília - habitação coletiva"
"W082"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.2 Queda de outro tipo de mobília - escolas, outras instituições e áreas de administração pública"
"W083"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.3 Queda de outro tipo de mobília - área para a prática de esportes e atletismo"
"W084"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.4 Queda de outro tipo de mobília - rua e estrada"
"W085"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.5 Queda de outro tipo de mobília - áreas de comércio e de serviços"
"W086"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.6 Queda de outro tipo de mobília - áreas industriais e em construção"
"W087"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.7 Queda de outro tipo de mobília - fazenda"
"W088"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.8 Queda de outro tipo de mobília - outros locais especificados"
"W089"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W08.9 Queda de outro tipo de mobília - local não especificado"
"W090"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.0 Queda envolvendo equipamento de playground - residência"
"W091"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.1 Queda envolvendo equipamento de playground - habitação coletiva"
"W092"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.2 Queda envolvendo equipamento de playground - escolas, outras instituições e áreas de administração pública"
"W093"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.3 Queda envolvendo equipamento de playground - área para a prática de esportes e atletismo"
"W094"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.4 Queda envolvendo equipamento de playground - rua e estrada"
"W095"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.5 Queda envolvendo equipamento de playground - áreas de comércio e de serviços"
"W096"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.6 Queda envolvendo equipamento de playground - áreas industriais e em construção"
"W097"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.7 Queda envolvendo equipamento de playground - fazenda"
"W098"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.8 Queda envolvendo equipamento de playground - outros locais especificados"
"W099"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W09.9 Queda envolvendo equipamento de playground - local não especificado"
"W100"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.0 Queda em ou de escadas ou degraus - residência"
"W101"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.1 Queda em ou de escadas ou degraus - habitação coletiva"
"W102"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.2 Queda em ou de escadas ou degraus - escolas, outras instituições e áreas de administração pública"
"W103"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.3 Queda em ou de escadas ou degraus - área para a prática de esportes e atletismo"
"W104"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.4 Queda em ou de escadas ou degraus - rua e estrada"
"W105"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.5 Queda em ou de escadas ou degraus - áreas de comércio e de serviços"
"W106"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.6 Queda em ou de escadas ou degraus - áreas industriais e em construção"
"W107"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.7 Queda em ou de escadas ou degraus - fazenda"
"W108"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.8 Queda em ou de escadas ou degraus - outros locais especificados"
"W109"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W10.9 Queda em ou de escadas ou degraus - local não especificado"
"W110"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.0 Queda em ou de escadas de mão - residência"
"W111"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.1 Queda em ou de escadas de mão - habitação coletiva"
"W112"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.2 Queda em ou de escadas de mão - escolas, outras instituições e áreas de administração pública"
"W113"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.3 Queda em ou de escadas de mão - área para a prática de esportes e atletismo"
"W114"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.4 Queda em ou de escadas de mão - rua e estrada"
"W115"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.5 Queda em ou de escadas de mão - áreas de comércio e de serviços"
"W116"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.6 Queda em ou de escadas de mão - áreas industriais e em construção"
"W117"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.7 Queda em ou de escadas de mão - fazenda"
"W118"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.8 Queda em ou de escadas de mão - outros locais especificados"
"W119"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W11.9 Queda em ou de escadas de mão - local não especificado"
"W120"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.0 Queda em ou de um andaime - residência"
"W121"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.1 Queda em ou de um andaime - habitação coletiva"
"W122"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.2 Queda em ou de um andaime - escolas, outras instituições e áreas de administração pública"
"W123"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.3 Queda em ou de um andaime - área para a prática de esportes e atletismo"
"W124"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.4 Queda em ou de um andaime - rua e estrada"
"W125"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.5 Queda em ou de um andaime - áreas de comércio e de serviços"
"W126"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.6 Queda em ou de um andaime - áreas industriais e em construção"
"W127"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.7 Queda em ou de um andaime - fazenda"
"W128"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.8 Queda em ou de um andaime - outros locais especificados"
"W129"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W12.9 Queda em ou de um andaime - local não especificado"
"W130"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.0 Queda de ou para fora de edifícios ou outras estruturas - residência"
"W131"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.1 Queda de ou para fora de edifícios ou outras estruturas - habitação coletiva"
"W132"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.2 Queda de ou para fora de edifícios ou outras estruturas - escolas, outras instituições e áreas de administração pública"
"W133"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.3 Queda de ou para fora de edifícios ou outras estruturas - área para a prática de esportes e atletismo"
"W134"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.4 Queda de ou para fora de edifícios ou outras estruturas - rua e estrada"
"W135"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.5 Queda de ou para fora de edifícios ou outras estruturas - áreas de comércio e de serviços"
"W136"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.6 Queda de ou para fora de edifícios ou outras estruturas - áreas industriais e em construção"
"W137"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.7 Queda de ou para fora de edifícios ou outras estruturas - fazenda"
"W138"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.8 Queda de ou para fora de edifícios ou outras estruturas - outros locais especificados"
"W139"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W13.9 Queda de ou para fora de edifícios ou outras estruturas - local não especificado"
"W140"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.0 Queda de árvore - residência"
"W141"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.1 Queda de árvore - habitação coletiva"
"W142"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.2 Queda de árvore - escolas, outras instituições e áreas de administração pública"
"W143"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.3 Queda de árvore - área para a prática de esportes e atletismo"
"W144"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.4 Queda de árvore - rua e estrada"
"W145"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.5 Queda de árvore - áreas de comércio e de serviços"
"W146"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.6 Queda de árvore - áreas industriais e em construção"
"W147"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.7 Queda de árvore - fazenda"
"W148"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.8 Queda de árvore - outros locais especificados"
"W149"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W14.9 Queda de árvore - local não especificado"
"W150"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.0 Queda de penhasco - residência"
"W151"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.1 Queda de penhasco - habitação coletiva"
"W152"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.2 Queda de penhasco - escolas, outras instituições e áreas de administração pública"
"W153"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.3 Queda de penhasco - área para a prática de esportes e atletismo"
"W154"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.4 Queda de penhasco - rua e estrada"
"W155"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.5 Queda de penhasco - áreas de comércio e de serviços"
"W156"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.6 Queda de penhasco - áreas industriais e em construção"
"W157"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.7 Queda de penhasco - fazenda"
"W158"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.8 Queda de penhasco - outros locais especificados"
"W159"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W15.9 Queda de penhasco - local não especificado"
"W160"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W16.0 Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - residência"
"W161"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W16.1 Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - habitação coletiva"
"W162"," XX - Causas externas de morbidade e de mortalidade","Acidentes","W16.2 Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - escolas, outras instituições e áreas de administração pública"
